debian_pkg, CPAN_dist, CPAN_vers, N_bugs, N_patches
"libgtk2-webkit-perl", "Gtk2-WebKit", "not-uploaded", "0", "0"
"libguard-perl", "Guard", "1.02", "0", "0"
"libhash-asobject-perl", "Hash-AsObject", "0.13", "0", "0"
"libhash-case-perl", "Hash-Case", "1.006", "0", "0"
"libhash-fieldhash-perl", "Hash-FieldHash", "0.10", "0", "0"
"libhash-flatten-perl", "Hash-Flatten", "1.19", "0", "0"
"libhash-merge-simple-perl", "Hash-Merge-Simple", "0.051", "0", "0"
"libhash-moreutils-perl", "Hash-MoreUtils", "0.02", "0", "0"
"libhash-multivalue-perl", "Hash-MultiValue", "0.08", "0", "0"
"libhash-withdefaults-perl", "Hash-WithDefaults", "0.04", "0", "0"
"libhook-lexwrap-perl", "Hook-LexWrap", "0.24", "0", "1"
"libhook-wrapsub-perl", "Hook-WrapSub", "0.03", "0", "0"
"libhtml-autopagerize-perl", "HTML-AutoPagerize", "0.01", "0", "0"
"libhtml-calendarmonthsimple-perl", "HTML-CalendarMonthSimple", "1.25", "0", "0"
"libhtml-clean-perl", "HTML-Clean", "0.8", "0", "5"
"libhtml-copy-perl", "HTML-Copy", "1.30", "0", "0"
"libhtml-display-perl", "HTML-Display", "0.39", "0", "0"
"libhtml-encoding-perl", "HTML-Encoding", "0.61", "0", "0"
"libhtml-fillinform-perl", "HTML-FillInForm", "2.00", "0", "0"
"libhtml-form-perl", "HTML-Form", "6.00", "0", "0"
"libhtml-format-perl", "HTML-Format", "2.05", "1", "0"
"libhtml-formattext-withlinks-perl", "HTML-FormatText-WithLinks", "0.14", "0", "0"
"libhtml-formfu-model-dbic-perl", "HTML-FormFu-Model-DBIC", "0.09000", "0", "2"
"libhtml-formfu-perl", "HTML-FormFu", "0.09003", "0", "4"
"libhtml-formhandler-model-dbic-perl", "HTML-FormHandler-Model-DBIC", "not-uploaded", "0", "0"
"libhtml-formhandler-perl", "HTML-FormHandler", "not-uploaded", "0", "0"
"libhtml-highlight-perl", "HTML-Highlight", "0.20", "0", "1"
"libhtml-html5-parser-perl", "HTML-HTML5-Parser", "0.103", "0", "0"
"libhtml-lint-perl", "HTML-Lint", "2.06", "2", "0"
"libhtml-mason-perl", "HTML-Mason", "1.44", "6", "2"
"libhtml-packer-perl", "HTML-Packer", "1.000", "0", "0"
"libhtml-parser-perl", "HTML-Parser", "3.68", "0", "2"
"libhtml-prototype-perl", "HTML-Prototype", "1.48", "0", "4"
"libhtml-rewriteattributes-perl", "HTML-RewriteAttributes", "0.04", "0", "0"
"libhtml-scrubber-perl", "HTML-Scrubber", "0.09", "2", "0"
"libhtml-selector-xpath-perl", "HTML-Selector-XPath", "0.07", "0", "0"
"libhtml-simpleparse-perl", "HTML-SimpleParse", "0.12", "0", "0"
"libhtml-stream-perl", "HTML-Stream", "1.60", "0", "0"
"libhtml-strip-perl", "HTML-Strip", "1.06", "0", "1"
"libhtml-stripscripts-parser-perl", "HTML-StripScripts-Parser", "1.03", "0", "0"
"libhtml-stripscripts-perl", "HTML-StripScripts", "1.05", "0", "0"
"libhtml-tableextract-perl", "HTML-TableExtract", "2.10", "0", "1"
"libhtml-tagcloud-perl", "HTML-TagCloud", "0.36", "0", "0"
"libhtml-tagfilter-perl", "HTML-TagFilter", "1.03", "0", "0"
"libhtml-tagset-perl", "HTML-Tagset", "3.20", "1", "1"
"libhtml-template-compiled-perl", "HTML-Template-Compiled", "0.95", "0", "1"
"libhtml-template-dumper-perl", "HTML-Template-Dumper", "0.1", "0", "2"
"libhtml-template-expr-perl", "HTML-Template-Expr", "0.07", "0", "1"
"libhtml-template-perl", "HTML-Template", "2.9", "0", "3"
"libhtml-template-pluggable-perl", "HTML-Template-Pluggable", "0.17", "0", "1"
"libhtml-template-pro-perl", "HTML-Template-Pro", "0.9503", "0", "0"
"libhtml-tidy-perl", "HTML-Tidy", "1.50", "0", "2"
"libhtml-tiny-perl", "HTML-Tiny", "1.05", "0", "1"
"libhtml-toc-perl", "HTML-Toc", "1.12", "0", "0"
"libhtml-tree-perl", "HTML-Tree", "4.2", "0", "1"
"libhtml-treebuilder-xpath-perl", "HTML-TreeBuilder-XPath", "0.12", "0", "0"
"libhtml-widget-perl", "HTML-Widget", "1.11", "0", "4"
"libhtml-widgets-navmenu-perl", "HTML-Widgets-NavMenu", "1.0600", "0", "1"
"libhtml-wikiconverter-dokuwiki-perl", "HTML-WikiConverter-DokuWiki", "0.53", "0", "0"
"libhtml-wikiconverter-kwiki-perl", "HTML-WikiConverter-Kwiki", "0.51", "0", "0"
"libhtml-wikiconverter-markdown-perl", "HTML-WikiConverter-Markdown", "0.02", "2", "0"
"libhtml-wikiconverter-mediawiki-perl", "HTML-WikiConverter-MediaWiki", "0.59", "0", "0"
"libhtml-wikiconverter-moinmoin-perl", "HTML-WikiConverter-MoinMoin", "0.53", "1", "0"
"libhtml-wikiconverter-oddmuse-perl", "HTML-WikiConverter-Oddmuse", "0.52", "0", "0"
"libhtml-wikiconverter-perl", "HTML-WikiConverter", "0.68", "2", "2"
"libhtml-wikiconverter-phpwiki-perl", "HTML-WikiConverter-PhpWiki", "0.51", "0", "0"
"libhtml-wikiconverter-pmwiki-perl", "HTML-WikiConverter-PmWiki", "0.51", "0", "0"
"libhtml-wikiconverter-snipsnap-perl", "HTML-WikiConverter-SnipSnap", "0.50", "0", "0"
"libhtml-wikiconverter-tikiwiki-perl", "HTML-WikiConverter-TikiWiki", "0.50", "0", "0"
"libhtml-wikiconverter-usemod-perl", "HTML-WikiConverter-UseMod", "0.50", "0", "0"
"libhtml-wikiconverter-wakkawiki-perl", "HTML-WikiConverter-WakkaWiki", "0.50", "0", "0"
"libhtml-wikiconverter-wikkawiki-perl", "HTML-WikiConverter-WikkaWiki", "0.50", "0", "0"
"libhttp-async-perl", "HTTP-Async", "0.09", "0", "1"
"libhttp-body-perl", "HTTP-Body", "1.11", "0", "0"
"libhttp-browserdetect-perl", "HTTP-BrowserDetect", "1.24", "0", "0"
"libhttp-cookies-perl", "HTTP-Cookies", "6.00", "1", "0"
"libhttp-daemon-perl", "HTTP-Daemon", "6.00", "1", "0"
"libhttp-date-perl", "HTTP-Date", "6.00", "0", "0"
"libhttp-exception-perl", "HTTP-Exception", "0.03001", "0", "0"
"libhttp-lite-perl", "HTTP-Lite", "2.3", "0", "0"
"libhttp-message-perl", "HTTP-Message", "6.01", "2", "0"
"libhttp-negotiate-perl", "HTTP-Negotiate", "6.00", "0", "0"
"libhttp-oai-perl", "HTTP-OAI", "3.24", "0", "0"
"libhttp-parser-perl", "HTTP-Parser", "0.06", "0", "0"
"libhttp-parser-xs-perl", "HTTP-Parser-XS", "0.12", "0", "0"
"libhttp-proxy-perl", "HTTP-Proxy", "0.24", "1", "3"
"libhttp-recorder-perl", "HTTP-Recorder", "0.05", "0", "0"
"libhttp-request-ascgi-perl", "HTTP-Request-AsCGI", "1.2", "0", "0"
"libhttp-request-params-perl", "HTTP-Request-Params", "1.01", "0", "0"
"libhttp-response-encoding-perl", "HTTP-Response-Encoding", "0.05", "0", "0"
"libhttp-server-simple-mason-perl", "HTTP-Server-Simple-Mason", "0.14", "0", "1"
"libhttp-server-simple-perl", "HTTP-Server-Simple", "0.44", "1", "1"
"libhttp-server-simple-psgi-perl", "HTTP-Server-Simple-PSGI", "0.14", "0", "0"
"libhttp-server-simple-recorder-perl", "HTTP-Server-Simple-Recorder", "0.03", "0", "0"
"libhttp-server-simple-static-perl", "HTTP-Server-Simple-Static", "0.07", "0", "0"
"libhttp-tiny-perl", "HTTP-Tiny", "0.012", "0", "1"
"libi18n-acceptlanguage-perl", "I18N-AcceptLanguage", "1.04", "0", "0"
"libi18n-charset-perl", "I18N-Charset", "1.396", "0", "1"
"libical-parser-perl", "iCal-Parser", "1.16", "0", "0"
"libima-dbi-contextual-perl", "Ima-DBI-Contextual", "0.006", "0", "0"
"libima-dbi-perl", "Ima-DBI", "0.35", "0", "1"
"libimage-exif-perl", "Image-EXIF", "1.00.3", "1", "3"
"libimage-librsvg-perl", "Image-LibRSVG", "0.07", "0", "1"
"libimage-math-constrain-perl", "Image-Math-Constrain", "1.02", "0", "0"
"libimage-seek-perl", "Image-Seek", "0.02", "0", "0"
"libimage-size-perl", "Image-Size", "3.230", "0", "2"
"libimager-perl", "Imager", "0.82", "0", "1"
"libimap-admin-perl", "IMAP-Admin", "1.6.6", "0", "1"
"libindirect-perl", "indirect", "0.23", "0", "0"
"libinline-perl", "Inline", "0.47", "1", "2"
"libio-aio-perl", "IO-AIO", "3.80", "1", "1"
"libio-all-lwp-perl", "IO-All-LWP", "0.14", "0", "0"
"libio-all-perl", "IO-All", "0.41", "0", "1"
"libio-async-loop-epoll-perl", "IO-Async-Loop-Epoll", "0.11", "0", "0"
"libio-async-loop-glib-perl", "IO-Async-Loop-Glib", "0.19", "0", "0"
"libio-async-perl", "IO-Async", "0.40", "0", "0"
"libio-bufferedselect-perl", "IO-BufferedSelect", "1.0", "0", "0"
"libio-capture-perl", "IO-Capture", "0.05", "1", "1"
"libio-captureoutput-perl", "IO-CaptureOutput", "1.1102", "0", "0"
"libio-compress-perl", "IO-Compress", "2.035", "6", "0"
"libio-epoll-perl", "IO-Epoll", "0.02", "1", "1"
"libio-handle-util-perl", "IO-Handle-Util", "0.01", "0", "1"
"libio-interactive-perl", "IO-Interactive", "0.0.6", "0", "0"
"libio-interface-perl", "IO-Interface", "1.05", "0", "0"
"libio-multiplex-perl", "IO-Multiplex", "1.13", "0", "0"
"libio-prompt-perl", "IO-Prompt", "0.997001", "0", "2"
"libio-socket-ip-perl", "IO-Socket-IP", "0.07", "0", "1"
"libio-socket-multicast-perl", "IO-Socket-Multicast", "1.12", "1", "1"
"libio-socket-multicast6-perl", "IO-Socket-Multicast6", "0.03", "0", "1"
"libio-socket-socks-perl", "IO-Socket-Socks", "0.4", "0", "0"
"libio-socket-ssl-perl", "IO-Socket-SSL", "1.43", "1", "0"
"libio-string-perl", "IO-String", "1.08", "0", "0"
"libio-tee-perl", "IO-Tee", "0.64", "0", "0"
"libio-tiecombine-perl", "IO-TieCombine", "1.000", "0", "0"
"libipc-pubsub-perl", "IPC-PubSub", "0.29", "0", "0"
"libipc-run-perl", "IPC-Run", "0.89", "2", "1"
"libipc-run3-perl", "IPC-Run3", "0.044", "0", "1"
"libipc-shareable-perl", "IPC-Shareable", "0.60", "0", "2"
"libipc-sharedcache-perl", "IPC-SharedCache", "1.3", "0", "1"
"libipc-sharelite-perl", "IPC-ShareLite", "0.17", "1", "0"
"libipc-system-simple-perl", "IPC-System-Simple", "1.21", "0", "0"
"libiptables-chainmgr-perl", "http://www.cipherdyne.com/modules/IPTables-ChainMgr-0.9.tar.gz", "0.9", "0", "0"
"libiptables-parse-perl", "http://www.cipherdyne.com/modules/IPTables-Parse-0.7.tar.gz", "0.7", "0", "0"
"libjavascript-beautifier-perl", "JavaScript-Beautifier", "0.17", "0", "1"
"libjavascript-minifier-xs-perl", "JavaScript-Minifier-XS", "0.09", "0", "0"
"libjavascript-packer-perl", "JavaScript-Packer", "1.002001", "0", "0"
"libjavascript-perl", "JavaScript", "1.16", "0", "4"
"libje-perl", "JE", "0.055", "0", "0"
"libjifty-dbi-perl", "Jifty-DBI", "0.68", "0", "0"
"libjifty-plugin-authentication-bitcard-perl", "unknown", "0.053", "0", "0"
"libjifty-plugin-authentication-cas-perl", "Jifty-Plugin-Authentication-CAS", "1.00", "0", "0"
"libjifty-plugin-authentication-facebook-perl", "Jifty-Plugin-Authentication-Facebook", "0.90000", "0", "0"
"libjifty-plugin-authentication-ldap-perl", "Jifty-Plugin-Authentication-Ldap", "1.01", "0", "0"
"libjifty-plugin-authzldap-perl", "Jifty-Plugin-AuthzLDAP", "0.90000", "0", "0"
"libjifty-plugin-chart-perl", "Jifty-Plugin-Chart", "1.01", "1", "0"
"libjifty-plugin-comment-perl", "Jifty-Plugin-Comment", "1.00", "0", "0"
"libjifty-plugin-googlemap-perl", "Jifty-Plugin-GoogleMap", "1.00", "0", "0"
"libjifty-plugin-oauth-perl", "Jifty-Plugin-OAuth", "0.04", "0", "0"
"libjifty-plugin-openid-perl", "Jifty-Plugin-OpenID", "1.02", "0", "1"
"libjifty-plugin-sitenews-perl", "Jifty-Plugin-SiteNews", "0.90000", "0", "0"
"libjifty-plugin-userpic-perl", "Jifty-Plugin-Userpic", "0.90000", "0", "0"
"libjifty-plugin-wikitoolbar-perl", "Jifty-Plugin-WikiToolbar", "1.00", "0", "0"
"libjira-client-perl", "JIRA-Client", "0.28", "0", "0"
"libjson-any-perl", "JSON-Any", "1.22", "0", "0"
"libjson-perl", "JSON", "2.51", "2", "0"
"libjson-pp-perl", "JSON-PP", "2.27104", "0", "0"
"libjson-rpc-perl", "JSON-RPC", "0.96", "0", "0"
"libjson-xs-perl", "JSON-XS", "2.300", "1", "1"
"libkinosearch-perl", "KinoSearch", "0.313", "2", "1"
"libkinosearch1-perl", "KinoSearch1", "1.00", "1", "1"
"libkiokudb-perl", "KiokuDB", "not-uploaded", "0", "1"
"libkwiki-cache-perl", "Kwiki-Cache", "0.11", "0", "0"
"libkwiki-perl", "Kwiki", "0.39", "1", "1"
"liblatex-decode-perl", "LaTeX-Decode", "0.03", "0", "1"
"liblatex-driver-perl", "LaTeX-Driver", "0.08", "0", "6"
"liblatex-encode-perl", "LaTeX-Encode", "0.03", "1", "1"
"liblatex-table-perl", "LaTeX-Table", "1.0.6", "0", "0"
"liblayout-manager-perl", "Layout-Manager", "0.34", "0", "0"
"liblchown-perl", "Lchown", "1.01", "0", "0"
"liblexical-persistence-perl", "Lexical-Persistence", "0.98", "1", "0"
"liblingua-en-inflect-number-perl", "Lingua-EN-Inflect-Number", "1.1", "0", "0"
"liblingua-en-inflect-perl", "Lingua-EN-Inflect", "1.893", "0", "1"
"liblingua-en-inflect-phrase-perl", "Lingua-EN-Inflect-Phrase", "0.04", "0", "0"
"liblingua-en-nameparse-perl", "Lingua-EN-NameParse", "1.30", "0", "2"
"liblingua-en-numbers-ordinate-perl", "Lingua-EN-Numbers-Ordinate", "1.02", "0", "0"
"liblingua-en-tagger-perl", "Lingua-EN-Tagger", "0.16", "0", "3"
"liblingua-es-numeros-perl", "Lingua-ES-Numeros", "0.08", "0", "0"
"liblingua-ispell-perl", "Lingua-Ispell", "0.07", "0", "1"
"liblingua-preferred-perl", "Lingua-Preferred", "0.2.4", "0", "0"
"liblinux-distribution-packages-perl", "Linux-Distribution-Packages", "0.05", "0", "0"
"liblinux-distribution-perl", "Linux-Distribution", "0.20", "0", "0"
"liblinux-dvb-perl", "Linux-DVB", "1.01", "0", "0"
"liblinux-lvm-perl", "Linux-LVM", "0.14", "1", "2"
"liblinux-usermod-perl", "Linux-usermod", "0.69", "0", "0"
"liblist-allutils-perl", "List-AllUtils", "0.02", "0", "0"
"liblist-compare-perl", "List-Compare", "0.37", "0", "0"
"liblist-maker-perl", "List-Maker", "0.0.5", "0", "0"
"liblist-moreutils-perl", "List-MoreUtils", "0.25~02", "4", "0"
"liblist-utilsby-perl", "List-UtilsBy", "0.07", "0", "0"
"liblivejournal-perl", "http://forbidden.dough.net/~archon/lj/LiveJournal-1.3.tar.gz", "1.3", "0", "4"
"libload-perl", "load", "0.19", "0", "0"
"liblocal-lib-perl", "local-lib", "1.008004", "1", "0"
"liblocale-currency-format-perl", "Locale-Currency-Format", "1.28", "0", "1"
"liblocale-gettext-perl", "gettext", "1.05", "1", "2"
"liblocale-hebrew-perl", "Locale-Hebrew", "1.04", "0", "0"
"liblocale-maketext-fuzzy-perl", "Locale-Maketext-Fuzzy", "0.10", "0", "0"
"liblocale-maketext-gettext-perl", "Locale-Maketext-Gettext", "1.28", "0", "0"
"liblocale-maketext-lexicon-perl", "Locale-Maketext-Lexicon", "0.82", "0", "0"
"liblocale-maketext-simple-perl", "Locale-Maketext-Simple", "0.21", "0", "0"
"liblocale-msgfmt-perl", "Locale-Msgfmt", "0.14", "0", "0"
"liblocale-subcountry-perl", "Locale-SubCountry", "1.47", "0", "0"
"liblocale-us-perl", "Locale-US", "1.2", "0", "0"
"liblocales-perl", "Locales", "0.16", "0", "1"
"liblockfile-simple-perl", "LockFile-Simple", "0.207", "2", "2"
"liblog-agent-logger-perl", "Log-Agent-Logger", "0.1.1", "0", "0"
"liblog-agent-perl", "Log-Agent", "0.307", "0", "1"
"liblog-agent-rotate-perl", "Log-Agent-Rotate", "0.104", "0", "0"
"liblog-any-adapter-dispatch-perl", "Log-Any-Adapter-Dispatch", "0.06", "0", "1"
"liblog-any-adapter-perl", "Log-Any-Adapter", "0.03", "0", "1"
"liblog-contextual-perl", "Log-Contextual", "0.00304", "0", "0"
"liblog-dispatch-array-perl", "Log-Dispatch-Array", "1.001", "0", "0"
"liblog-dispatch-perl", "Log-Dispatch", "2.29", "0", "0"
"liblog-dispatchouli-perl", "Log-Dispatchouli", "2.005", "0", "0"
"liblog-handler-perl", "Log-Handler", "0.71", "0", "0"
"liblog-loglite-perl", "Log-LogLite", "0.82", "0", "1"
"liblog-trace-perl", "Log-Trace", "1.070", "1", "0"
"liblog-tracemessages-perl", "Log-TraceMessages", "1.4", "0", "0"
"liblogger-syslog-perl", "Logger-Syslog", "1.1", "1", "0"
"liblwp-authen-wsse-perl", "LWP-Authen-Wsse", "0.05", "0", "0"
"liblwp-mediatypes-perl", "LWP-MediaTypes", "6.01", "0", "0"
"liblwp-online-perl", "LWP-Online", "1.07", "1", "0"
"liblwp-protocol-http-socketunix-perl", "LWP-Protocol-http-SocketUnix", "0.02", "0", "0"
"liblwp-protocol-https-perl", "LWP-Protocol-https", "not-uploaded", "0", "2"
"liblwp-protocol-socks-perl", "LWP-Protocol-socks", "1.3", "0", "0"
"liblwp-useragent-determined-perl", "LWP-UserAgent-Determined", "1.05", "0", "1"
"libmail-box-perl", "Mail-Box", "2.098", "2", "2"
"libmail-bulkmail-perl", "Mail-Bulkmail", "3.12", "0", "0"
"libmail-cclient-perl", "Mail-Cclient", "1.12", "2", "1"
"libmail-deliverystatus-bounceparser-perl", "Mail-DeliveryStatus-BounceParser", "1.527", "0", "0"
"libmail-gnupg-perl", "Mail-GnuPG", "0.16", "0", "1"
"libmail-imapclient-perl", "Mail-IMAPClient", "3.28", "0", "0"
"libmail-imaptalk-perl", "Mail-IMAPTalk", "1.03", "0", "0"
"libmail-listdetector-perl", "Mail-ListDetector", "1.03", "0", "0"
"libmail-mbox-messageparser-perl", "Mail-Mbox-MessageParser", "1.5002", "0", "3"
"libmail-mboxparser-perl", "Mail-MboxParser", "0.55", "3", "1"
"libmail-rfc822-address-perl", "Mail-RFC822-Address", "0.3", "1", "0"
"libmail-sendeasy-perl", "Mail-SendEasy", "1.2", "1", "2"
"libmail-sendmail-perl", "Mail-Sendmail", "0.79.16", "1", "2"
"libmail-srs-perl", "Mail-SRS", "0.31", "0", "0"
"libmail-thread-perl", "Mail-Thread", "2.55", "0", "0"
"libmail-verp-perl", "Mail-Verp", "0.06", "0", "0"
"libmakefile-dom-perl", "Makefile-DOM", "0.004", "0", "1"
"libmakefile-parser-perl", "Makefile-Parser", "0.211", "0", "1"
"libmarc-charset-perl", "MARC-Charset", "1.31", "1", "0"
"libmarc-crosswalk-dublincore-perl", "MARC-Crosswalk-DublinCore", "0.02", "0", "0"
"libmarc-lint-perl", "MARC-Lint", "1.44", "0", "1"
"libmarc-perl", "MARC", "1.07", "0", "1"
"libmarc-record-perl", "MARC-Record", "2.0.3", "0", "0"
"libmarc-xml-perl", "MARC-XML", "0.92", "0", "0"
"libmasonx-interp-withcallbacks-perl", "MasonX-Interp-WithCallbacks", "1.18", "0", "0"
"libmath-algebra-symbols-perl", "Math-Algebra-Symbols", "1.21", "0", "1"
"libmath-base36-perl", "Math-Base36", "0.09", "0", "0"
"libmath-base85-perl", "Math-Base85", "0.2", "0", "0"
"libmath-basecalc-perl", "Math-BaseCalc", "1.016", "0", "0"
"libmath-basecnv-perl", "Math-BaseCnv", "1.8.B59BrZX", "0", "0"
"libmath-bezier-perl", "Math-Bezier", "0.01", "0", "0"
"libmath-bigint-fastcalc-perl", "Math-BigInt-FastCalc", "not-uploaded", "0", "0"
"libmath-bigint-gmp-perl", "Math-BigInt-GMP", "1.36", "0", "0"
"libmath-bigint-perl", "Math-BigInt", "1.993", "0", "0"
"libmath-calc-units-perl", "Math-Calc-Units", "1.07", "0", "1"
"libmath-calculus-differentiate-perl", "Math-Calculus-Differentiate", "0.3", "0", "1"
"libmath-calculus-expression-perl", "Math-Calculus-Expression", "0.2.2.ds", "0", "1"
"libmath-calculus-newtonraphson-perl", "Math-Calculus-NewtonRaphson", "0.1", "0", "1"
"libmath-combinatorics-perl", "Math-Combinatorics", "0.09", "0", "0"
"libmath-derivative-perl", "Math-Derivative", "0.01", "0", "1"
"libmath-fibonacci-perl", "Math-Fibonacci", "1.5", "0", "0"
"libmath-gmp-perl", "Math-GMP", "2.06", "0", "0"
"libmath-gradient-perl", "Math-Gradient", "0.04", "0", "1"
"libmath-nocarry-perl", "Math-NoCarry", "1.11", "0", "1"
"libmath-numbercruncher-perl", "Math-NumberCruncher", "5.00", "2", "1"
"libmath-random-isaac-perl", "Math-Random-ISAAC", "1.003", "0", "0"
"libmath-random-isaac-xs-perl", "Math-Random-ISAAC-XS", "1.003", "0", "0"
"libmath-random-mt-perl", "Math-Random-MT", "1.10", "0", "0"
"libmath-random-oo-perl", "Math-Random-OO", "0.21", "0", "0"
"libmath-random-perl", "Math-Random", "0.71", "0", "2"
"libmath-random-tt800-perl", "Math-Random-TT800", "1.01", "0", "0"
"libmath-randomorg-perl", "Math-RandomOrg", "0.04", "0", "0"
"libmath-round-perl", "Math-Round", "0.06", "0", "0"
"libmath-sparsematrix-perl", "Math-SparseMatrix", "0.03", "0", "0"
"libmath-sparsevector-perl", "Math-SparseVector", "0.04", "0", "0"
"libmath-spline-perl", "Math-Spline", "0.01", "0", "0"
"libmath-symbolic-perl", "Math-Symbolic", "0.606", "0", "1"
"libmath-vec-perl", "Math-Vec", "1.01", "0", "0"
"libmecab-perl", "http://qa.debian.org/watch/sf.php/mecab/mecab-perl-0.98.tar.gz", "0.98", "0", "0"
"libmediawiki-api-perl", "MediaWiki-API", "0.35", "0", "0"
"libmemoize-expirelru-perl", "Memoize-ExpireLRU", "0.55", "0", "0"
"libmemoize-memcached-perl", "Memoize-Memcached", "0.03", "0", "1"
"libmethod-alias-perl", "Method-Alias", "1.03", "0", "0"
"libmethod-signatures-simple-perl", "Method-Signatures-Simple", "0.06", "0", "1"
"libmime-base32-perl", "MIME-Base32", "1.02a", "0", "0"
"libmime-base64-urlsafe-perl", "MIME-Base64-URLSafe", "0.01", "0", "0"
"libmime-charset-perl", "MIME-Charset", "1.008.1", "0", "1"
"libmime-encwords-perl", "MIME-EncWords", "1.012", "0", "1"
"libmime-explode-perl", "MIME-Explode", "0.38", "0", "0"
"libmime-lite-perl", "MIME-Lite", "3.027", "4", "0"
"libmime-tools-perl", "MIME-tools", "5.502", "2", "1"
"libmime-types-perl", "MIME-Types", "1.30", "1", "0"
"libmixin-extrafields-param-perl", "Mixin-ExtraFields-Param", "0.011", "0", "0"
"libmixin-extrafields-perl", "Mixin-ExtraFields", "0.008", "0", "0"
"libmixin-linewise-perl", "Mixin-Linewise", "0.003", "0", "0"
"libmkdoc-xml-perl", "MKDoc-XML", "0.75", "0", "0"
"libmldbm-perl", "MLDBM", "2.04", "0", "0"
"libmldbm-sync-perl", "MLDBM-Sync", "0.30", "0", "0"
"libmocked-perl", "mocked", "0.09", "0", "0"
"libmodern-perl-perl", "Modern-Perl", "1.03", "1", "0"
"libmodule-build-perl", "Module-Build", "0.380000", "0", "2"
"libmodule-corelist-perl", "Module-CoreList", "2.49", "0", "0"
"libmodule-cpants-analyse-perl", "Module-CPANTS-Analyse", "0.85", "1", "3"
"libmodule-depends-perl", "Module-Depends", "0.15", "1", "4"
"libmodule-extract-perl", "Module-Extract", "0.01", "0", "0"
"libmodule-extract-use-perl", "Module-Extract-Use", "1.01", "0", "0"
"libmodule-extractuse-perl", "Module-ExtractUse", "0.23", "0", "0"
"libmodule-find-perl", "Module-Find", "0.10", "0", "0"
"libmodule-info-perl", "Module-Info", "0.32", "0", "4"
"libmodule-inspector-perl", "Module-Inspector", "1.05", "0", "0"
"libmodule-install-perl", "Module-Install", "1.01", "0", "1"
"libmodule-install-xsutil-perl", "Module-Install-XSUtil", "0.37", "0", "0"
"libmodule-load-conditional-perl", "Module-Load-Conditional", "0.44", "0", "0"
"libmodule-manifest-perl", "Module-Manifest", "0.07", "0", "0"
"libmodule-math-depends-perl", "Module-Math-Depends", "0.02", "0", "0"
"libmodule-metadata-perl", "Module-Metadata", "1.000003", "0", "0"
"libmodule-optional-perl", "Module-Optional", "0.03", "0", "0"
"libmodule-packaged-perl", "Module-Packaged", "0.86", "1", "1"
"libmodule-pluggable-fast-perl", "Module-Pluggable-Fast", "0.19", "0", "0"
"libmodule-pluggable-ordered-perl", "Module-Pluggable-Ordered", "1.5", "0", "0"
"libmodule-pluggable-perl", "Module-Pluggable", "3.9", "1", "2"
"libmodule-refresh-perl", "Module-Refresh", "0.16", "0", "0"
"libmodule-runtime-perl", "Module-Runtime", "0.007", "0", "0"
"libmodule-scandeps-perl", "Module-ScanDeps", "1.02", "0", "1"
"libmodule-signature-perl", "Module-Signature", "0.68", "1", "0"
"libmodule-starter-pbp-perl", "Module-Starter-PBP", "0.0.3", "0", "0"
"libmodule-starter-perl", "Module-Starter", "1.560", "1", "1"
"libmodule-starter-plugin-simplestore-perl", "Module-Starter-Plugin-SimpleStore", "0.143", "0", "0"
"libmodule-starter-plugin-tt2-perl", "Module-Starter-Plugin-TT2", "0.125", "0", "2"
"libmodule-starter-smart-perl", "Module-Starter-Smart", "0.0.2", "0", "0"
"libmodule-used-perl", "Module-Used", "1.2.0", "0", "0"
"libmodule-util-perl", "Module-Util", "1.07", "0", "0"
"libmodule-versions-report-perl", "Module-Versions-Report", "1.06", "0", "0"
"libmojolicious-perl", "Mojolicious", "1.21", "1", "0"
"libmojomojo-perl", "MojoMojo", "1.04", "0", "1"
"libmonkey-patch-perl", "Monkey-Patch", "0.03", "0", "1"
"libmoo-perl", "Moo", "0.009007", "0", "0"
"libmoose-autobox-perl", "Moose-Autobox", "0.11", "0", "0"
"libmoose-perl", "Moose", "2.0007", "0", "1"
"libmoosex-aliases-perl", "MooseX-Aliases", "0.10", "0", "0"
"libmoosex-app-cmd-perl", "MooseX-App-Cmd", "0.06", "0", "0"
"libmoosex-async-perl", "MooseX-Async", "0.07", "0", "0"
"libmoosex-attributehelpers-perl", "MooseX-AttributeHelpers", "0.23", "0", "1"
"libmoosex-blessed-reconstruct-perl", "MooseX-Blessed-Reconstruct", "0.04", "0", "0"
"libmoosex-chainedaccessors-perl", "MooseX-ChainedAccessors", "0.02", "0", "0"
"libmoosex-clone-perl", "MooseX-Clone", "0.05", "0", "1"
"libmoosex-compiletime-traits-perl", "MooseX-CompileTime-Traits", "1.102570", "0", "0"
"libmoosex-configfromfile-perl", "MooseX-ConfigFromFile", "0.03", "0", "0"
"libmoosex-daemonize-perl", "MooseX-Daemonize", "0.12", "0", "2"
"libmoosex-declare-perl", "MooseX-Declare", "0.34", "0", "1"
"libmoosex-emulate-class-accessor-fast-perl", "MooseX-Emulate-Class-Accessor-Fast", "0.00903", "0", "0"
"libmoosex-followpbp-perl", "MooseX-FollowPBP", "0.05", "0", "0"
"libmoosex-getopt-perl", "MooseX-Getopt", "0.37", "0", "1"
"libmoosex-has-sugar-perl", "MooseX-Has-Sugar", "0.05055616", "0", "0"
"libmoosex-insideout-perl", "MooseX-InsideOut", "0.106", "0", "1"
